1,1,1.2161,8.2661,-20,1,0,70.5
1,1,2.1657,6.2157,-1,2,0,105
1,1,3.7151,7.7651,-1,2,0,-64.5
1,1,2.4823,6.5323,20,1,1,-223.5
1,1,4.2483,8.2983,1,2,1,-112.5
1,1,2.4656,6.5156,20,1,1,-132
1,1,4.9481,8.9981,1,2,1,-4.5
1,1,2.9821,7.0321,-1,2,0,88.5
1,2,4.5482,8.5982,-1,2,0,-220.5
1,2,2.4989,6.5489,1,2,1,-45
1,2,2.349,6.399,20,1,1,-121.5
1,2,4.5148,8.5648,-1,2,0,46.5
1,2,2.3823,6.4323,20,1,1,124.5
1,2,2.8321,6.8821,20,1,1,-165
1,2,2.1823,9.2323,-20,1,0,73.5
1,2,2.2157,6.2657,1,2,1,-70.5
1,2,2.2324,6.2824,1,2,1,159
1,3,1.3826,5.4326,-1,2,0,124.5
1,3,2.299,6.349,1,2,1,-117
1,3,3.7152,7.7652,-1,2,0,-64.5
1,3,1.8658,5.9158,20,1,1,-168
1,3,1.5326,5.5826,20,1,1,138
1,3,1.9658,6.0158,20,1,1,-87
1,3,1.1994,5.2494,20,1,1,18
1,3,3.2153,7.2653,20,1,1,19.5
1,3,3.1154,10.165,-20,1,0,-10.5
1,4,3.4819,10.532,-20,1,0,-43.5
1,4,3.1654,10.215,-20,1,0,-75
1,4,4.0317,8.0817,20,1,1,87
1,4,3.7485,7.7985,1,2,1,67.5
1,4,1.3993,5.4493,20,1,1,126
1,4,1.366,5.416,-1,2,0,-123
1,4,3.5818,7.6318,20,1,1,142.5
1,4,1.2827,5.3327,20,1,1,-115.5
1,5,2.6988,9.7488,-20,1,0,-117
1,5,3.2986,7.3486,20,1,1,-117
1,5,3.6652,7.7152,20,1,1,-120
1,5,3.9817,8.0317,-1,2,0,88.5
1,5,1.566,8.616,-20,1,0,129
1,5,2.0991,6.1491,1,2,1,-99
1,5,4.4982,8.5482,20,1,1,135
1,5,2.7322,6.7822,1,2,1,156
1,6,1.6492,5.6992,20,1,1,148.5
1,6,2.7321,6.7821,-1,2,0,24
1,6,1.866,5.916,1,2,1,168
1,6,2.1158,6.1658,-1,2,0,-100.5
1,6,2.1158,6.1658,20,1,1,-100.5
1,6,2.099,9.149,-20,1,0,81
1,6,3.132,7.182,20,1,1,192
1,6,1.6992,5.7492,20,1,1,153
1,6,2.1824,6.2324,-1,2,0,16.5
1,6,1.8158,5.8658,1,2,1,-73.5
1,7,2.7988,6.8488,1,2,1,162
1,7,5.148,9.198,1,2,1,-13.5
1,7,2.6655,6.7155,20,1,1,-30
1,7,2.5822,6.6322,20,1,1,52.5
1,7,1.4159,5.4659,20,1,1,-127.5
1,7,1.4659,5.5159,20,1,1,-132
1,7,1.1328,5.1828,1,2,1,78
1,7,0.99942,5.0494,20,1,1,90
1,7,2.0824,6.1324,1,2,1,-97.5
1,7,1.1161,5.1661,1,2,1,100.5
1,8,2.9487,6.9987,20,1,1,-85.5
1,8,1.3326,5.3826,20,1,1,-120
1,8,2.0324,9.0824,-20,1,0,-87
1,8,1.166,5.216,-1,2,0,75
1,8,2.0824,9.1324,-20,1,0,-82.5
1,8,3.7652,7.8152,-1,2,0,69
1,8,3.5485,7.5985,-1,2,0,-130.5
1,8,2.9321,6.9821,-1,2,0,-6
1,8,3.082,7.132,-1,2,0,7.5
1,9,1.3493,5.3993,20,1,1,121.5
1,9,2.0824,9.1324,-20,1,0,97.5
1,9,4.3483,8.3983,1,2,1,31.5
1,9,2.5156,9.5656,-20,1,0,-133.5
1,9,2.1824,6.2324,20,1,1,106.5
1,9,3.6818,7.7318,-1,2,0,-28.5
1,9,3.6985,7.7485,1,2,1,63
1,9,4.1816,8.2316,-1,2,0,106.5
1,10,4.365,8.415,20,1,1,123
1,10,5.931,9.981,1,2,1,84
1,10,1.8158,5.8658,1,2,1,163.5
1,10,2.6155,9.6655,-20,1,0,34.5
1,10,2.4822,6.5322,20,1,1,133.5
1,10,1.8992,8.9492,-20,1,0,-81
1,10,3.2319,7.2819,20,1,1,69
1,10,2.8821,6.9321,20,1,1,100.5
1,11,3.0988,7.1488,-1,2,0,-99
1,11,1.9158,5.9658,1,2,1,82.5
1,11,1.2993,5.3493,1,2,1,-117
1,11,0.88285,4.9328,-1,2,0,-10.5
1,11,3.2986,7.3486,-1,2,0,-207
1,11,3.0987,7.1487,-1,2,0,171
1,11,1.6992,5.7492,20,1,1,117
1,11,7.1472,11.197,20,1,1,-103.5
1,11,2.0657,6.1157,-1,2,0,-84
1,12,2.7988,6.8488,20,1,1,72
1,12,3.9317,7.9817,20,1,1,84
1,12,5.198,9.248,20,1,1,108
1,12,7.064,11.114,1,2,1,96
1,12,4.9147,8.9647,1,2,1,82.5
1,12,1.6659,5.7159,-1,2,0,-150
1,12,1.8658,5.9158,20,1,1,-168
1,12,2.7821,6.8321,20,1,1,-160.5
1,13,3.0487,7.0987,1,2,1,-175.5
1,13,3.4986,7.5486,20,1,1,-135
1,13,2.7821,6.8321,20,1,1,19.5
1,13,2.9987,7.0487,-1,2,0,-90
1,13,4.2149,8.2649,1,2,1,199.5
1,13,2.5655,6.6155,-1,2,0,51
1,13,0.34966,4.3997,1,2,1,-31.5
1,13,1.0328,8.0828,-20,1,0,93
1,13,0.49959,4.5496,1,2,1,45
1,14,3.0154,10.065,-20,1,0,-88.5
1,14,2.249,6.299,20,1,1,-67.5
1,14,3.5652,7.6152,20,1,1,-129
1,14,1.6659,5.7159,-1,2,0,-60
1,14,1.5659,5.6159,20,1,1,141
1,14,0.96607,5.0161,1,2,1,3
1,14,4.2483,8.2983,20,1,1,-112.5
1,14,1.9491,5.9991,20,1,1,85.5
1,14,2.1491,9.1991,-20,1,0,76.5
1,15,1.4493,8.4993,-20,1,0,130.5
1,15,0.41631,4.4663,1,2,1,-37.5
1,15,0.53292,4.5829,-1,2,0,-48
1,15,0.89947,4.9495,-1,2,0,9
1,15,0.39963,4.4496,1,2,1,-36
1,15,4.115,8.165,20,1,1,-100.5
1,15,0.66621,4.7162,1,2,1,-30
1,15,1.6326,5.6826,20,1,1,-123
1,15,3.0987,10.149,-20,1,0,-81
1,15,0.46633,4.5163,1,2,1,42
1,16,0.93279,4.9828,1,2,1,6
1,16,2.0824,6.1324,20,1,1,-97.5
1,16,0.29968,4.3497,-1,2,0,27
