1,1,1.6013,5.6513,20,1,1,-144
1,1,1.3845,5.4345,-1,2,0,124.5
1,1,1.6349,5.6849,20,1,1,147
1,1,3.7695,7.8195,-1,2,0,-111
1,1,2.9356,6.9856,20,1,1,-174
1,1,4.3033,8.3533,-1,2,0,117
1,1,5.4374,9.4874,-1,2,0,-219
1,1,3.1858,7.2358,20,1,1,-196.5
1,1,8.7397,12.79,-1,2,0,246
1,2,1.6013,5.6513,20,1,1,-144
1,2,4.8703,8.9203,1,2,1,-102
1,2,4.0031,8.0531,-1,2,0,90
1,2,4.2865,8.3365,20,1,1,205.5
1,2,7.8558,11.906,-1,2,0,166.5
1,2,3.0524,7.1024,20,1,1,-265.5
1,2,3.1858,7.2358,20,1,1,-196.5
1,2,3.6194,7.6694,1,2,1,55.5
1,2,2.2518,6.3018,20,1,1,-157.5
1,3,2.5854,6.6354,20,1,1,52.5
1,3,1.8849,5.9349,20,1,1,-169.5
1,3,1.8515,5.9015,20,1,1,-166.5
1,3,2.2017,6.2517,-1,2,0,72
1,3,5.1372,9.1872,20,1,1,-102
1,3,1.7514,5.8014,20,1,1,-157.5
1,3,1.3345,5.3845,20,1,1,-120
1,3,1.3511,5.4011,20,1,1,121.5
1,3,3.0192,7.0692,20,1,1,91.5
1,3,8.3061,12.356,-1,2,0,-63
1,4,1.5513,5.6013,20,1,1,-139.5
1,4,1.6514,5.7014,20,1,1,-148.5
1,4,1.151,5.201,20,1,1,-103.5
1,4,1.251,5.301,1,2,1,112.5
1,4,1.8348,5.8848,1,2,1,75
1,4,2.3351,6.3851,20,1,1,120
1,4,2.4019,6.4519,1,2,1,126
1,4,7.4388,11.489,-1,2,0,129
1,4,0,4.05,-1,2,0,90
1,5,2.9523,7.0023,20,1,1,-85.5
1,5,2.2348,6.2848,20,1,1,111
1,5,2.2351,6.2851,20,1,1,69
1,5,1.1677,5.2177,1,2,1,-75
1,5,1.101,5.151,1,2,1,-99
1,5,1.9515,6.0015,-1,2,0,-85.5
1,5,1.6847,5.7347,20,1,1,151.5
1,5,1.5513,5.6013,20,1,1,139.5
1,5,1.2511,5.3011,20,1,1,-112.5
1,5,5.4874,9.5374,-1,2,0,133.5
1,5,1.5179,5.5679,-1,2,0,-133.5
1,5,3.7196,7.7696,-1,2,0,-154.5
1,6,2.2018,6.2518,-1,2,0,72
1,6,2.3518,6.4018,20,1,1,148.5
1,6,6.7049,10.755,-1,2,0,-27
1,6,3.6695,7.7195,20,1,1,60
1,6,1.7181,8.7681,-20,1,0,-115.5
1,6,3.2692,7.3192,-1,2,0,66
1,6,3.3525,7.4025,20,1,1,121.5
1,6,5.4874,9.5374,20,1,1,133.5
1,6,2.9523,7.0023,1,2,1,-94.5
1,7,3.2025,7.2525,20,1,1,108
1,7,2.602,9.652,-20,1,0,-126
1,7,1.6013,5.6513,20,1,1,-144
1,7,3.2692,7.3192,20,1,1,156
1,7,2.6354,6.6854,20,1,1,-147
1,7,5.6208,9.6708,20,1,1,145.5
1,7,3.6027,7.6527,20,1,1,-144
1,7,2.502,6.552,-1,2,0,135
1,7,3.019,7.069,20,1,1,-91.5
1,7,1.4511,5.5011,20,1,1,130.5
1,8,5.4874,9.5374,20,1,1,223.5
1,8,2.7521,6.8021,1,2,1,202.5
1,8,4.3366,8.3866,20,1,1,-120
1,8,5.6709,9.7209,1,2,1,-120
1,8,6.3547,10.405,20,1,1,121.5
1,8,2.1517,6.2017,1,2,1,-193.5
1,8,9.7404,13.79,1,2,1,-66
1,8,3.7862,7.8362,20,1,1,-160.5
1,9,3.3692,7.4192,20,1,1,-123
1,9,1.568,5.618,20,1,1,-129
1,9,1.8848,5.9348,20,1,1,169.5
1,9,4.6034,8.6534,20,1,1,-144
1,9,1.9849,6.0349,20,1,1,178.5
1,9,1.618,5.668,1,2,1,-145.5
1,9,2.2351,6.2851,1,2,1,-111
1,9,5.2372,9.2872,-1,2,0,111
1,9,4.1698,8.2198,1,2,1,165
1,9,9.6905,13.74,-1,2,0,151.5
1,10,2.2184,6.2684,20,1,1,-70.5
1,10,3.1192,7.1692,20,1,1,100.5
1,10,6.8884,10.938,20,1,1,169.5
1,10,2.085,6.135,20,1,1,-187.5
1,10,9.5736,16.624,-20,1,0,-39
1,10,1.9683,6.0183,-1,2,0,-87
1,10,1.8682,5.9182,-1,2,0,-78
1,10,1.2844,8.3344,-20,1,0,64.5
1,10,5.7042,9.7542,20,1,1,153
1,11,1.9849,6.0349,20,1,1,178.5
1,11,9.2734,13.323,1,2,1,-66
1,11,3.5694,7.6194,-1,2,0,-129
1,11,3.1524,7.2024,-1,2,0,-166.5
1,11,2.3852,6.4352,1,2,1,124.5
1,11,1.2511,5.3011,20,1,1,112.5
1,11,5.1204,9.1704,1,2,1,-79.5
1,11,2.1517,6.2017,1,2,1,103.5
1,11,1.5513,5.6013,1,2,1,-130.5
1,11,1.2511,5.3011,-1,2,0,-67.5
1,12,1.7014,8.7514,-20,1,0,117
1,12,1.3011,5.3511,20,1,1,-117
1,12,2.0183,6.0683,20,1,1,-181.5
1,12,8.4061,12.456,1,2,1,-36
1,12,1.6847,5.7347,20,1,1,-151.5
1,12,1.4679,5.5179,20,1,1,132
1,12,4.5701,8.6201,1,2,1,231
1,12,4.3032,8.3532,20,1,1,207
1,12,5.8043,9.8543,1,2,1,108
1,13,2.4519,6.5019,-1,2,0,130.5
1,13,7.0719,11.122,20,1,1,-186
1,13,4.7202,8.7702,1,2,1,-154.5
1,13,2.0016,6.0516,20,1,1,-180
1,13,2.9189,6.9689,20,1,1,-172.5
1,13,6.4214,10.471,-1,2,0,-127.5
1,13,5.1038,9.1538,20,1,1,99
1,13,3.1858,7.2358,20,1,1,-196.5
1,13,5.4707,9.5207,20,1,1,132
1,14,5.8377,9.8877,-1,2,0,-105
1,14,2.552,6.602,20,1,1,130.5
1,14,2.2518,6.3018,20,1,1,-112.5
1,14,2.3185,6.3685,20,1,1,118.5
1,14,2.2684,6.3184,20,1,1,-114
1,14,1.4012,5.4512,20,1,1,-126
1,14,3.436,7.486,1,2,1,-129
1,14,2.5853,6.6353,1,2,1,-142.5
1,14,3.069,7.119,1,2,1,84
1,14,2.6854,6.7354,20,1,1,-151.5
1,14,4.2365,8.2865,-1,2,0,111
1,15,2.8188,6.8688,1,2,1,73.5
1,15,3.2358,7.2858,-1,2,0,111
1,15,4.4867,8.5367,-1,2,0,-133.5
1,15,4.7035,8.7535,1,2,1,-117
1,15,2.3352,6.3852,20,1,1,120
1,15,2.4686,6.5186,1,2,1,48
1,15,5.4874,9.5374,1,2,1,-133.5
1,15,5.1538,9.2038,1,2,1,193.5
1,15,5.2539,9.3039,-1,2,0,202.5
1,16,5.8543,9.9043,20,1,1,166.5
1,16,1.9515,6.0015,20,1,1,175.5
1,16,2.3852,6.4352,20,1,1,124.5
1,16,4.3699,8.4199,20,1,1,-123
1,16,2.652,6.702,-1,2,0,121.5
1,16,4.1365,8.1865,20,1,1,168
1,16,1.9015,5.9515,20,1,1,-171
1,16,2.0016,6.0516,20,1,1,180
1,16,10.858,14.908,-1,2,0,-13.5
1,17,1.6179,5.6679,20,1,1,-124.5
1,17,1.1677,5.2177,20,1,1,105
1,17,5.1538,9.2038,1,2,1,-76.5
1,17,3.7362,7.7862,20,1,1,156
1,17,2.3352,6.3852,20,1,1,-120
1,17,2.4519,6.5019,-1,2,0,-130.5
1,17,3.3859,7.4359,20,1,1,-124.5
1,17,1.7847,5.8347,20,1,1,160.5
1,17,2.5019,6.5519,20,1,1,-135
1,17,3.4193,7.4693,20,1,1,127.5
1,17,4.1198,8.1698,-1,2,0,-79.5
1,18,6.238,10.288,1,2,1,-69
1,18,4.2032,8.2532,1,2,1,-72
1,18,2.552,6.602,20,1,1,139.5
1,18,5.6042,9.6542,20,1,1,144
1,18,3.8696,7.9196,20,1,1,192
1,18,5.6042,9.6542,20,1,1,144
1,18,12.426,16.476,1,2,1,-37.5
1,19,1.568,5.618,-1,2,0,141
1,19,2.4519,6.5019,20,1,1,220.5
1,19,4.37,8.42,20,1,1,123
1,19,8.2727,12.323,-1,2,0,66
1,19,5.3373,9.3873,20,1,1,120
1,19,5.5708,9.6208,1,2,1,231
1,19,11.175,15.225,1,2,1,75
1,20,2.4019,6.4519,20,1,1,-126
1,20,3.2358,7.2858,20,1,1,111
1,20,1.4679,5.5179,20,1,1,-132
1,20,4.47,8.52,1,2,1,132
1,20,3.6694,7.7194,20,1,1,-150
1,20,3.0857,7.1357,20,1,1,-187.5
1,20,5.2706,9.3206,20,1,1,-66
1,20,1.9349,5.9849,1,2,1,-174
1,20,3.1524,7.2024,20,1,1,103.5
1,20,2.1183,6.1683,20,1,1,-100.5
1,21,3.0357,7.0857,1,2,1,-93
1,21,1.8515,5.9015,20,1,1,76.5
1,21,2.185,6.235,20,1,1,73.5
1,21,1.3844,5.4344,20,1,1,-124.5
1,21,2.0183,6.0683,-1,2,0,-91.5
1,21,7.0218,11.072,-1,2,0,88.5
1,21,3.019,7.069,1,2,1,-91.5
1,21,2.2685,6.3185,20,1,1,-114
1,21,2.6354,6.6854,20,1,1,-147
1,21,4.1031,8.1531,-1,2,0,-81
1,22,2.1684,6.2184,20,1,1,-75
1,22,1.4345,8.4845,-20,1,0,-129
1,22,2.9189,6.9689,1,2,1,-82.5
1,22,3.1357,7.1857,20,1,1,78
1,22,1.618,5.668,20,1,1,145.5
1,22,4.3533,8.4033,-1,2,0,-58.5
1,22,2.2018,6.2518,1,2,1,-108
1,22,1.5012,5.5512,20,1,1,135
1,22,2.2018,6.2518,-1,2,0,72
1,22,2.085,6.135,20,1,1,97.5
1,22,3.1691,7.2191,1,2,1,75
1,23,1.0843,5.1343,1,2,1,-82.5
1,23,2.1684,6.2184,1,2,1,75
1,23,1.2177,5.2677,20,1,1,-70.5
1,23,2.4186,6.4686,20,1,1,-127.5
