1,1,1.8401,5.8401,1,2,1
1,1,2.183,9.183,-20,1,0
1,1,1.1353,5.1353,20,1,1
1,1,2.7369,6.7369,20,1,1
1,1,1.9605,5.9605,-1,2,0
1,1,3.2641,7.2641,20,1,1
1,1,1.0803,5.0803,20,1,1
1,1,2.9487,6.9487,20,1,1
1,1,1.0264,8.0264,-20,1,0
1,2,0.95197,4.952,-1,2,0
1,2,0.77537,4.7754,1,2,1
1,2,1.0273,5.0273,-1,2,0
1,2,1.5649,5.5649,20,1,1
1,2,3.4389,7.4389,1,2,1
1,2,2.1158,6.1158,20,1,1
1,2,1.0765,5.0765,20,1,1
1,2,0.9206,4.9206,20,1,1
1,2,1.0027,8.0027,-20,1,0
1,2,1.2062,5.2062,1,2,1
1,2,0.95937,4.9594,20,1,1
1,3,1.6494,8.6494,-20,1,0
1,3,0.85109,7.8511,-20,1,0
1,3,2.6182,6.6182,1,2,1
1,3,3.6249,7.6249,20,1,1
1,3,1.1353,5.1353,20,1,1
1,3,6.2399,10.24,1,2,1
1,3,0.95311,4.9531,20,1,1
1,3,0.98237,4.9824,1,2,1
1,3,6.1999,10.2,20,1,1
1,4,0.85292,4.8529,-1,2,0
1,4,1.0963,5.0963,20,1,1
1,4,3.7357,10.736,-20,1,0
1,4,1.5262,5.5262,20,1,1
1,4,0.97174,4.9717,20,1,1
1,4,1.2419,5.2419,-1,2,0
1,4,2.8248,6.8248,20,1,1
1,4,2.9011,6.9011,-1,2,0
1,4,3.4864,10.486,-20,1,0
1,5,0.60302,4.603,-1,2,0
1,5,4.0216,8.0216,20,1,1
1,5,6.2772,10.277,20,1,1
1,5,4.8949,8.8949,-1,2,0
1,5,1.4006,5.4006,20,1,1
1,5,1.1901,5.1901,20,1,1
1,5,7.2809,11.281,-1,2,0
1,5,5.0956,9.0956,20,1,1
1,6,3.1827,10.183,-20,1,0
1,6,1.1366,5.1366,1,2,1
1,6,2.523,6.523,-1,2,0
1,6,2.3645,6.3645,20,1,1
1,6,2.2987,6.2987,1,2,1
1,6,0.61163,4.6116,1,2,1
1,6,0.31049,4.3105,1,2,1
1,6,3.4378,7.4378,20,1,1
1,6,1.7779,5.7779,1,2,1
1,6,3.6499,7.6499,1,2,1
1,7,3.2232,10.223,-20,1,0
1,7,6.584,10.584,20,1,1
1,7,3.8981,7.8981,-1,2,0
1,7,2.8657,6.8657,20,1,1
1,7,4.5927,8.5927,20,1,1
1,7,7.5031,11.503,20,1,1
1,7,5.1621,9.1621,20,1,1
1,8,1.3961,5.3961,1,2,1
1,8,1.2211,5.2211,20,1,1
1,8,1.9575,5.9575,-1,2,0
1,8,4.3134,8.3134,1,2,1
1,8,3.0784,7.0784,-1,2,0
1,8,1.3504,5.3504,-1,2,0
1,8,1.8873,5.8873,20,1,1
1,8,1.1903,8.1903,-20,1,0
1,8,4.2319,8.2319,-1,2,0
1,9,5.9337,9.9337,1,2,1
1,9,1.5173,5.5173,1,2,1
1,9,1.8966,5.8966,20,1,1
1,9,4.6671,8.6671,-1,2,0
1,9,4.0055,8.0055,20,1,1
1,9,2.4658,9.4658,-20,1,0
1,9,1.6166,5.6166,20,1,1
1,9,3.0582,7.0582,20,1,1
1,10,1.8525,5.8525,1,2,1
1,10,2.8365,6.8365,-1,2,0
1,10,1.9087,5.9087,20,1,1
1,10,2.7561,6.7561,20,1,1
1,10,1.1951,5.1951,1,2,1
1,10,1.6238,5.6238,20,1,1
1,10,2.8924,6.8924,1,2,1
1,10,1.346,5.346,20,1,1
1,10,3.9595,7.9595,20,1,1
1,10,1.7926,5.7926,1,2,1
1,11,5.5093,9.5093,20,1,1
1,11,1.48,5.48,1,2,1
1,11,1.3215,5.3215,1,2,1
1,11,4.6608,8.6608,20,1,1
1,11,6.5824,10.582,-1,2,0
1,11,1.2522,5.2522,1,2,1
1,11,0.92541,4.9254,20,1,1
1,11,3.0463,7.0463,20,1,1
1,11,1.1417,5.1417,20,1,1
1,12,1.0093,5.0093,20,1,1
1,12,1.3954,5.3954,20,1,1
1,12,2.4227,6.4227,20,1,1
1,12,2.9428,6.9428,20,1,1
1,12,1.7994,5.7994,1,2,1
1,12,3.8404,7.8404,1,2,1
1,12,2.1846,6.1846,20,1,1
1,12,4.7408,8.7408,-1,2,0
1,12,2.7745,6.7745,-1,2,0
1,12,3.2278,7.2278,20,1,1
1,13,1.6904,8.6904,-20,1,0
1,13,2.2501,6.2501,20,1,1
1,13,2.2112,6.2112,-1,2,0
1,13,1.2564,5.2564,20,1,1
1,13,3.5405,7.5405,20,1,1
1,13,1.308,5.308,20,1,1
1,13,2.0475,6.0475,1,2,1
1,13,4.1847,8.1847,20,1,1
1,13,1.673,5.673,1,2,1
1,13,1.3109,5.3109,1,2,1
1,14,1.6485,5.6485,-1,2,0
1,14,1.0801,5.0801,20,1,1
1,14,1.97,5.97,1,2,1
1,14,1.6917,5.6917,-1,2,0
1,14,2.135,6.135,-1,2,0
1,14,1.232,5.232,20,1,1
1,14,1.2819,5.2819,20,1,1
1,14,6.1568,10.157,-1,2,0
1,14,3.2195,7.2195,20,1,1
1,14,0.65345,4.6535,-1,2,0
1,15,0.91576,4.9158,20,1,1
1,15,3.5046,7.5046,20,1,1
1,15,1.0959,5.0959,1,2,1
1,15,1.553,5.553,-1,2,0
1,15,1.9299,5.9299,1,2,1
1,15,2.2163,6.2163,-1,2,0
1,15,3.8899,7.8899,-1,2,0
1,15,1.0095,5.0095,20,1,1
1,15,1.8223,5.8223,1,2,1
1,15,1.9875,5.9875,20,1,1
1,16,1.8262,8.8262,-20,1,0
1,16,1.3093,5.3093,20,1,1
1,16,1.7309,5.7309,-1,2,0
1,16,1.7653,5.7653,20,1,1
1,16,0.89813,7.8981,-20,1,0
1,16,1.3812,5.3812,-1,2,0
1,16,2.8816,6.8816,20,1,1
1,16,1.8201,5.8201,20,1,1
1,16,0.97639,4.9764,-1,2,0
1,16,1.0835,5.0835,1,2,1
1,17,1.1311,5.1311,-1,2,0
1,17,1.3605,5.3605,-1,2,0
1,17,2.4525,6.4525,1,2,1
1,17,1.8707,5.8707,-1,2,0
1,17,6.2938,10.294,1,2,1
1,17,1.2699,5.2699,20,1,1
1,17,3.0245,10.025,-20,1,0
1,17,0.015239,4.0152,1,2,1
1,17,4.4827,11.483,-20,1,0
1,18,2.3824,6.3824,-1,2,0
1,18,3.9452,7.9452,20,1,1
1,18,4.2403,8.2403,1,2,1
1,18,6.1812,10.181,-1,2,0
1,18,1.2769,5.2769,-1,2,0
1,18,1.5732,5.5732,1,2,1
1,18,1.2417,5.2417,20,1,1
1,18,5.8867,9.8867,-1,2,0
1,18,4.0162,8.0162,1,2,1
1,19,3.6005,7.6005,1,2,1
1,19,3.2964,7.2964,1,2,1
1,19,3.6112,7.6112,20,1,1
1,19,2.5281,6.5281,20,1,1
1,19,7.6248,11.625,20,1,1
1,19,4.1192,8.1192,1,2,1
1,19,1.7173,5.7173,20,1,1
1,19,0.98488,4.9849,20,1,1
1,20,2.6496,6.6496,1,2,1
1,20,2.1332,6.1332,20,1,1
1,20,6.3241,10.324,1,2,1
1,20,2.509,6.509,1,2,1
1,20,2.0759,6.0759,1,2,1
1,20,1.9306,5.9306,1,2,1
1,20,1.7469,5.7469,1,2,1
1,20,3.2942,7.2942,20,1,1
1,20,4.1148,8.1148,1,2,1
1,21,1.7571,5.7571,1,2,1
1,21,2.8829,6.8829,20,1,1
1,21,3.1677,7.1677,20,1,1
1,21,3.6791,7.6791,20,1,1
1,21,7.4021,11.402,1,2,1
1,21,0.96544,4.9654,-1,2,0
1,21,1.3678,5.3678,20,1,1
1,21,6.1252,10.125,20,1,1
1,21,1.3739,5.3739,1,2,1
1,22,1.7485,8.7485,-20,1,0
1,22,6.5687,10.569,20,1,1
1,22,1.3484,5.3484,20,1,1
1,22,4.017,8.017,20,1,1
1,22,3.2455,7.2455,20,1,1
1,22,1.1042,5.1042,20,1,1
1,22,2.5299,6.5299,-1,2,0
1,22,1.1661,5.1661,1,2,1
1,22,1.5749,5.5749,-1,2,0
1,23,4.2894,8.2894,-1,2,0
1,23,2.487,6.487,20,1,1
1,23,3.576,7.576,-1,2,0
1,23,0.36237,4.3624,1,2,1
1,23,0.44958,4.4496,-1,2,0
1,23,1.4749,5.4749,20,1,1
1,23,2.1939,6.1939,1,2,1
